Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
4..6187....2....4..3....58..........62.7.34....3.6....7..........5....62.96.8...5,25,45,11,2,0,0,0,0,0,Intermediate,
..5.6.3.....7.4...71..2..4997.....13....5.......1.7....87...29.3..412..52.......6,28,39,14,5,0,0,0,0,0,Intermediate,
8.1.....5.2.356.....5......19.76....6...9...7....85.92......8.....517.4.2.....7.6,27,35,19,1,0,3,0,0,0,Intermediate,
2....8....87.4...5.6.1....3.5..61.4.7.......2.2.47..3.4....6.9.9...3.86....9....4,28,42,11,1,0,0,0,0,0,Intermediate,
....1..5.2349...1...5........7..593.5..6.......3..178...2......6783...9.....8..2.,26,44,11,1,0,0,0,0,0,Intermediate,
..........1..843...9..5..4.....21..6.3......9..7......3............7.6.245...6.3.,21,42,18,4,0,0,0,0,0,Intermediate,
5....6..1.87.4..3....75..6.1.....4...43.7.62...8.....3.5..29....9..3.27.3..4....9,29,39,13,1,0,0,0,0,0,Intermediate,
..1.53.9.8..4........27...63.....91.7.6...3.2.42.....82...45........2..9.7.93.5..,28,48,5,1,0,0,0,0,0,Intermediate,
3.785..9..48.........4..3.151..........5.6......79..2...4............6.7.8...7.1.,23,41,17,4,0,2,0,0,0,Intermediate,
..7..163.238............9.....6......2..3.5......5.31...........46..21.37.598..6.,25,40,16,1,0,0,0,0,0,Intermediate,
..6..4128..1......48..........34.2.1...9.5....78.........5..74....8......35...9..,23,37,21,1,0,3,0,0,0,Intermediate,
2.6..79......3..5.....4...7.97.5..43...8..6..3........1..........94.2...65.1...2.,24,43,14,0,0,1,0,0,0,Intermediate,
.........315..6...8...25.74.4...85..2...4..9..3...24..4...69.53159..7............,27,43,11,3,0,0,0,0,0,Intermediate,
8.1....6.27..1...56..4..1......6...7.8.9.........5...23..2..5..52..8...67.4....2.,26,38,17,1,0,1,0,0,0,Intermediate,
18.....7......5....64...123.2.14..8...........1..26.5.679...84....7......4.....15,26,37,18,2,0,2,0,0,0,Intermediate,
1952.4.867....8..5....5...465......3..3.9.6..9......422...8....5..9....848.7.3561,33,42,6,1,0,0,0,0,0,Intermediate,
17.2.9....9.....265.....3.......8.1.8...4...3.2.7.......4.....291.....8....1.4.75,25,36,20,1,0,0,0,0,0,Intermediate,
......4.63.........4...6..8.9.2...1..6.3.8.5.1....4.2....8....1..597.....3...5..9,24,46,11,0,0,2,0,0,0,Intermediate,
.5..62.8........46.3..8...25...286....169....8...179...1..4...9.......64.6..51.7.,29,33,19,1,0,0,0,0,0,Intermediate,
.8......35.2.9...4.376.5........9.......214....45..8....6..894....1....2.1..7.3..,26,43,12,1,0,2,1,0,0,Intermediate,
....4....8.....47...3.....54...3.2...9......3.879..16.....95.3....61...7.6..8....,24,44,13,2,0,0,0,0,0,Intermediate,
7..4..8....6...7...9..1..6....5...27.17.9.......8...34.8..3..9...4...3..3..9..6..,25,50,6,1,0,0,0,0,0,Intermediate,
1....4..9.3.78.....4...6.2.9.7....1..2.4.37..4.3....6..8...9.3..9.64....7....2..4,28,37,16,1,0,3,0,0,0,Intermediate,
.87.3.9.......8.1.1..4..6.....5..4..96.3.2.75..1..9.....3..6..4.4.8.......2.7.83.,28,45,8,1,0,0,0,0,0,Intermediate,
..4...7......3.....6..5..4.13.....745.......9..79213....5.6.4...2..1..8....4.3...,25,49,7,1,0,0,0,0,0,Intermediate,
..29.8.4....1....3.6.3..52..13..28..6.........49..13...8.5..26....4....8..62.3.1.,29,43,9,3,0,1,2,0,0,Intermediate,
..2.............6.7..348....9.1.3....1..5.6.2..4.6.7..9.3...5...8.6....9.....7.2.,24,41,16,2,0,0,0,0,0,Intermediate,
3....84..9....6.2.8..5..3..6...5....25..8..94....3...6..2..4..1.8.9....5..41....3,27,37,17,2,0,0,0,0,0,Intermediate,
..5.3.7...9....61...6....39.1.45....5...8...7.4.........8..2..4...57.193.......7.,25,41,15,1,0,0,0,0,0,Intermediate,
.6...3.79.91..5.....7.4..6.......2..65..9..17..3.......4..6.5.....3..78.13.4...9.,27,42,12,1,0,0,0,0,0,Intermediate,
4...657...123.....7..2..4.3......1.6...152...5.1......2.7..8..1.....638...451...9,29,42,10,2,0,0,0,0,0,Intermediate,
.47.5.....9..6..2..618...4......6.79....176.2.....8.34.846...5..1..7..9..25.8....,30,38,13,3,0,0,0,0,0,Intermediate,
..3...2..6.........9..1..735.896......9..5...1....4.6....4...15..163.42..82......,26,33,22,1,0,0,0,0,0,Intermediate,
.7..1..2..61...48....8.5...6.......4..26573...1..3..9..........3..796..11.......3,26,47,8,3,0,0,0,0,0,Intermediate,
9.75.8...5..6......8..........2.38......4.5..2..7..6....291..6.......24...4..6.78,25,43,13,1,0,0,0,0,0,Intermediate,
35....7...4...3.95....5.3......398..7.......2..627......3.6....26.5...4...1....69,26,43,12,3,0,0,0,0,0,Intermediate,
5.....83....8..4.....64.7.2...9..14.8.......7.92..3...7.8.96.....4..8....51.....8,26,41,14,2,0,0,0,0,0,Intermediate,
9.3...1.2.2.....6..85...37..7..5..4.5.......63..2.9..525..9..38..7.6.4......3....,28,46,7,2,0,1,0,0,0,Intermediate,
47.9...2.89...35......5.....3...84..78..2..15..93...8.....3......38...97.1...7.34,29,32,20,0,0,1,0,0,0,Intermediate,
7...9.4.....1.7..2.......89.3.825..72...7...55..619.3.31.......4..2.1.....5.6...3,29,39,13,3,0,0,0,0,0,Intermediate,
16....3483...6...92.9...7.....7.9....8..5..9....3.6.....1...2.48...9...3456....17,29,43,9,1,0,0,0,0,0,Intermediate,
4.5.8.9.3.........1..9.6..5.5..7..9....5.8...6..3.1..7.49.2.51...8.5.7...6.....3.,28,40,13,5,0,1,0,0,0,Intermediate,
7.......9..9...5.....6.3....4.....9.....1.....5326471.39.1.2.85..4...9..26.9.5.31,30,41,10,4,0,0,0,0,0,Intermediate,
.6...92....28..1.531..6..8.1...2..9...64718...2..9...1.5..8..292.9..64....49...1.,33,35,13,1,0,1,0,0,0,Intermediate,
..4.8.7...7..5..2...5.3.8...4.526.9..........1..3.8..2629...5415...6...9.........,27,43,11,0,0,1,0,0,0,Intermediate,
.97.5.62..........5..7.2..8..3.7.4....93652......8......8.9.5.....1.6....72...94.,27,46,8,1,0,0,0,0,0,Intermediate,
.869.5....2..7.5......3672.3.9....82......9.5..8.1...4.9.....3.4.2.87...........7,27,45,9,2,0,0,0,0,0,Intermediate,
.63.9.25..8.....9.5...3...1.9.8.5.1...54.93......1.....5.3.7.2..........7.2...1.6,27,41,13,3,1,4,0,0,0,Intermediate,
92......3........4...275.....2.1..8..8....34.3..69......7.3..6..9.15....81...9...,25,42,14,1,0,0,0,0,0,Intermediate,
.1.....6..8.1.7.9...9.4.7....58.13.....572......3.4....6..5..3.7.......98.2...4.7,27,42,12,1,0,0,0,0,0,Intermediate,
..4......89.16..571....2........91.4.4..8639......57.86....8...38.95..16..9......,29,36,16,2,0,0,0,0,0,Intermediate,
....7.1...6.49...7...............5.9.1.8...63.74........893.2.5....6....2.1....9.,23,49,9,4,0,0,0,0,0,Intermediate,
1.....58.7..25.....8...9.4.2.4.......6...4..15....17....19.7.........8.9....85..6,25,33,23,1,0,0,0,0,0,Intermediate,
5...2..1.9.45....3.....8.......62.5462.....7945.71.......3.....7....52.8.9..8...6,28,44,9,3,1,0,0,0,0,Intermediate,
3...1...5...6.3......2.9.....6.9.3...835.796.5.......7...861.....5...8...6..2..9.,26,40,15,1,0,2,0,0,0,Intermediate,
..75.........3.6.15....13......57.329.......878.49......23....44.6.1.........52..,26,43,12,2,0,0,0,0,0,Intermediate,
....3...57..2.8.96.6......7..8...1.3.9..4..7.5.6...4..1......3.28.5.3..16...2....,27,47,7,2,0,0,0,0,0,Intermediate,
.........4.5....79....7...1....8..1.9.17....86...........4.3..6.2..1.9..51...9..2,23,47,11,1,0,0,0,0,0,Intermediate,
5....8.673...7.8...7.4.....8..2.15...4.....1...68.5..4.....7.2...3.2...545.1....9,28,33,20,0,0,3,0,0,0,Intermediate,
.....68.9.....9.....7.426.......5..6.1.3..9..7.96..4..8.5....................4513,23,41,17,1,0,0,0,0,0,Intermediate,
.65.8...9........6.3.2.714....71..9..5..2............3........1.73.415...46.7....,25,37,19,2,0,0,0,0,0,Intermediate,
....2....5..8.9..74.8...2.3....8......5...8..6..7.1..9.6.....3..2.6.5.1.9.......4,24,37,20,2,0,3,0,0,0,Intermediate,
2..681....5.4.....9.......45..8.32...82...91...19.4..53.......2.....9.5....758..1,28,46,7,0,0,1,0,0,0,Intermediate,
.3.21.....4..3.8..7....83..46....981....6....927....65..13....8..6.5..7.....21.9.,29,45,7,2,0,0,0,0,0,Intermediate,
97.86......694...3........17.1...3.9..82.....6.9...2.5........8..238...438.19....,28,45,8,2,0,0,0,0,0,Intermediate,
......4.5.....4.38...1...6...1.......9..8....8..2.9.4..1...679....7..5.22.5......,23,42,16,5,0,1,0,0,0,Intermediate,
23......495.2.1..........6.....82.19......6.....19.5....1..7...6......735..8.64..,25,41,15,1,0,0,0,0,0,Intermediate,
6...8...917.....23...4.7....8..1..3.7..8.4..1..56927.............9.7.6....19.83..,28,42,11,1,0,0,0,0,0,Intermediate,
.....2..4.9.1...32...94.7..9.......67........1.2.73...3.8..41..6.4.........5..6..,24,33,24,1,0,0,0,0,0,Intermediate,
.........69.5..13.2.53.6.7.4.2.6.......298.......5.7.2.2.9.45.3.41..5.26.........,29,37,15,1,0,0,0,0,0,Intermediate,
.....17.4........21.56.....72....9......48.....8.....62..9.5.3..8..........3.6125,24,51,6,0,0,1,0,0,0,Intermediate,
.9..7..6...35.97..1..6.3..4..47.83...8.....1...5.4.6.....2.7...6.......9.49...13.,28,36,17,1,0,0,0,0,0,Intermediate,
..4..96......2.87.6....7..4.92....85....8......7..1....8.....1..4..5..23...6.....,23,39,19,1,0,1,0,0,0,Intermediate,
...637............8..194..3...463...47.....29.1.....4.15..7..327.......6.32...98.,28,46,7,0,0,1,0,0,0,Intermediate,
..723.........16...81..93.7.59.....83...1...91.....54.9.63..75...25.........769..,29,44,8,2,0,0,0,0,0,Intermediate,
...91.6..2.3....5..1...2..8....5..12.2...9...6.4.....7......36..4...5...9.2..8...,24,40,17,1,0,0,0,0,0,Intermediate,
4...6..3...2...6....58.1.2.653.9.......45....874.1......73.9.6...6...2..3...7..4.,28,38,15,1,0,0,0,0,0,Intermediate,
...7......7..58.3..9...1..75...4....1........2.3...1.6....163..4..9..62.........1,23,42,16,6,0,0,0,0,0,Intermediate,
..24.15...5.....8.9.7...1.6.8.7.9.3.1.......8..4.1.7...4..3..1............86973..,27,44,10,0,0,1,0,0,0,Intermediate,
25.3.8.163..2.1..8..45.69..6..4.7..2..2.1.7...7..2..5.............7.9.....1.5.2..,29,48,4,1,0,1,0,0,0,Intermediate,
...7...9..9...37...13.2...6458.........6..839639.......87.6...1.2...13.....5...2.,28,40,13,2,0,1,0,0,0,Intermediate,
.7.........296....6.8.1..9...6.8..178..6.1..315..2.4...2..5.7.9....438.........3.,28,46,7,1,0,0,0,0,0,Intermediate,
9..8.....1..7.2.....2.3..1..7....23..3....9.6.9..4....4......83...3..56.....56..9,25,36,20,0,0,4,0,0,0,Intermediate,
.4...3....7...4.58...71..9.......7.9...5.8...3.9.......2..47...71.2...6....6...1.,24,42,15,1,0,0,0,0,0,Intermediate,
7.......3.38...12............7...5..9..3.4..6.8.1.2.4..5.8.6.7.1.......4...425...,25,40,16,0,1,7,0,0,0,Intermediate,
.4.......2..6..31..76..3......38.1......14.9....75.4...67..1...5..8..62..2.......,25,47,9,4,0,0,0,0,0,Intermediate,
..68.14..9.1...2.3....4.............8...7...6.7.985.1...........1..2..4..386.712.,26,45,10,1,0,0,0,0,0,Intermediate,
...1...8..75.24...2........78...2..3...9.61..19...7..49.........62.93......7...6.,25,47,9,3,0,5,1,0,0,Intermediate,
.........1.2...9.8.98...41.3..9.7..44.......26..4.5..3.1..5..8...6.1.5.....2.3...,26,50,5,6,1,9,1,0,0,Intermediate,
..81.3..2.5.4..79...2....4..17.4.................5.48..3....8...24..6.7.8..9.23..,26,35,20,1,0,0,0,0,0,Intermediate,
......9..89.765.......82..72....4.6.6..179...9.....7.......8...12.......4.53..89.,26,46,9,2,0,4,0,0,0,Intermediate,
8....7.4....6..397.3......6..526...9.........4...857..7......2.348..2....6.3....8,26,36,19,0,0,1,1,0,0,Intermediate,
7.31....2...52..1......34...4...136.........4.2...597......97.....71..5.9.78....6,27,43,11,1,0,1,0,0,0,Intermediate,
....3278.6.7..........86.1..5...9...1.9...4.7...5...2..7.24..........5.8.3685....,26,44,11,1,0,3,0,0,0,Intermediate,
3.......5.5..3.74..67..12....9153....2.4.7.8....8921....53..67..46.1..9.7.......1,32,42,7,3,0,0,0,0,0,Intermediate,
....3.....6.2.....9..8..56.27.....3.4...75.1.59.....4.7..9..25..8.3.........8....,24,44,13,2,1,0,0,0,0,Intermediate,
...61...86.249..7...3.2..4.8.4.....9.9..8..6.2.6.....5..8.6..9.3.784..5....25...3,31,39,11,1,0,0,0,0,0,Intermediate,
7...5...1..83.15...5....4..89......2.....61..32......5.6....8....78.32..2...9...4,26,50,5,3,0,0,1,0,0,Intermediate,
.2..1..6...6.9....7.9..5....9....73.....4.1...3....95.8.3..7.....4.5.....5..8..2.,24,38,19,1,1,5,0,0,0,Intermediate,
.3.........73219....9.4.6.......8.6.4..7...........37.2..8..1......79.86...4.32..,25,53,3,0,0,1,0,0,0,Intermediate,
.4....2...8......6....9.5.7.....1...2..5....87.42....5.6.87.1..82..4..6.3........,24,47,10,1,0,0,0,0,0,Intermediate,
..1..94....7...3.8..5.7.........31..75.4........925.4.....8....2..3..5.441.....6.,25,47,9,1,0,0,0,0,0,Intermediate,
..2.......5..64........1.826.3.......15.4.32.......4.929.6........73..5.......1..,23,41,17,3,0,0,0,0,0,Intermediate,
5.......6..2...1..6...3...2.9.....7..3.6.2.9....4.7......5.4...45.273.69.7.....3.,26,46,9,5,1,1,0,0,0,Intermediate,
5.......8.6.357.9..9.1.8.7....8.6...7.......1.34...85.2...8...6..7...5.....923...,27,43,11,0,0,3,0,0,0,Intermediate,
.54.1.9.8....97...........35..1...6...157.....6.2.....32...5.9.6....4.3........76,25,39,17,2,0,1,0,0,0,Intermediate,
4.......11....6.5.72.1...4.....1..82.1.387........9.......9.....87..3..5.34.6..7.,26,41,14,3,0,0,0,0,0,Intermediate,
5.......3.1.6...49....21..8.......5..92.7....73....4..1....83..8.........6..349..,24,41,16,0,0,1,0,0,0,Intermediate,
.9...8.1.5.274...3..8...25.9...7..2..4.8.5.6..8..6...5.29...4..8...196.2.7.2...3.,32,38,11,2,0,0,0,0,0,Intermediate,
.79.8.16............39214..3.......9..74.62..5..8.2..479.....321.......6...7.3...,28,38,15,1,0,0,0,0,0,Intermediate,
......3.....7568.1.9..8..6.7....3...3.91.47.8...6....9.3..6..8.4.6819.....7......,28,41,12,1,0,0,0,0,0,Intermediate,
..5....6...3...4..92.6.35.1.6..........8...4...9...7....89.7.347....2..9....6.1..,25,45,11,2,0,0,0,0,0,Intermediate,
7...6...5..2.1.4..69..5..183.8...1.9..6.2.8............15...97....4.5....6..3..5.,27,43,11,2,0,0,0,0,0,Intermediate,
14....62.....6.4...6......5.93..4...2.41.7...........7..57...1.3...9.2.8.....3...,24,34,23,3,0,0,0,0,0,Intermediate,
.6.4.5.3....267......3.9...8.......6..5...4...96...27..2..7..9...36.47..4.9...3.8,28,37,16,3,0,0,0,0,0,Intermediate,
.5..........53.1....89.6.7.4.63.....8.9...7.6.....19.4.7.1.53....1.24..........9.,26,35,20,3,0,1,0,0,0,Intermediate,
63.....98......76.........2..1.6....7..49..13.....2..7.16.....982..3...15.....24.,26,41,14,3,0,0,0,0,0,Intermediate,
.5.....9..6.....1.3.1...5.8...473....7.....8.6.4...9.5..69.81.....6.5...8..137..6,28,33,20,1,0,0,0,0,0,Intermediate,
.5.7.9.4....54.1........6.832........7..31...69.............8.1...37.4...6.1.4.9.,25,42,14,3,0,0,0,0,0,Intermediate,
.65..21....46.832......9....41.8..3.3...........5..6...36......9..........7..6.95,24,37,20,0,0,1,0,0,0,Intermediate,
83.54..9.1..9..6.8..........2..3.4.55.......74.3.2..1..........9.2..4..3.4..51.79,28,49,4,1,0,1,0,0,0,Intermediate,
4.......8.5.....2....385....7.8.9.1.3.......2...6.7...52.1.8.97.9.....6.7...6...4,26,41,14,2,0,0,0,0,0,Intermediate,
...4.82.6.6.....8.5....19..6.32.....7..134.2.4.17.....2....38...4.....3....9.64.2,29,32,20,2,0,0,0,0,0,Intermediate,
97......4.5.863.72....7....7......65..1...4..64......3....9....43.527.1.8......49,28,41,12,1,0,0,0,0,0,Intermediate,
.....5....9...16..43..2.......5..9.6.486...2..7....5.....2...5....41..8......7..4,23,46,12,1,0,0,0,0,0,Intermediate,
.6.94..5.5.1..8..94.........7...2.6.2.......8.5.6...9.........17..2..9.6.9..73.2.,26,35,20,0,0,1,0,0,0,Intermediate,
.6.1..38..45.7.....7....1........9.....9.4...6..78.....9...18.....4....2.5.2...61,24,42,15,1,0,1,0,0,0,Intermediate,
.8...4......9..6.3.9.78...4.5..28.1..2..35...34.1........54...7......2....2.9....,25,47,9,1,0,1,2,0,0,Intermediate,
.....1...6.85....4.4...9.7.57....4......4.78.8...5...371..2.9....39.....2.......7,25,39,17,1,0,0,0,0,0,Intermediate,
9.......1.61.5.843.......7...821..37....3....39..652...8.......526.7.38.7.......2,29,34,18,1,0,1,0,0,0,Intermediate,
.7.65..4.8..3....1....42.....7....233.4...7.992....6.....58....7....6..5.9..74.8.,28,34,19,1,0,0,0,0,0,Intermediate,
....6....3..791..5..23.59............3.....5.689...4311.......7..6.5.1..87..1..96,28,43,10,1,0,0,0,0,0,Intermediate,
5......4.........27..2.4...42.19.8...5.........3..8.6..........9.8.762...1..396..,24,40,17,0,0,2,0,0,0,Intermediate,
4.....8...5.1...9...792......6...91.....5...7....17.62.....2..9.....8..523.....7.,24,30,27,2,0,1,0,0,0,Intermediate,
....62.73........4..3...95..7...986...8....37.14........6.8..2....57.....85......,24,54,3,1,0,0,0,0,0,Intermediate,
....97..5938.........8..6...825....43...82..7.574....9...9..4..895..........68..3,28,36,17,1,0,0,0,0,0,Intermediate,
..6....1.4..8.1.3..7..69.8.2....6........56.7...39.......4135.........73.5......9,25,36,20,0,0,2,0,0,0,Intermediate,
..6.1..95.......2.4.......8..1.2..6........4.7..4.5.1..9.........219....3..7...56,23,40,18,0,0,4,0,0,0,Intermediate,
3.1...5.......7...8...94.2.1.3.42..5.82.....45.4.38..92...59.8......1...4.8...7..,29,44,8,1,0,0,0,0,0,Intermediate,
9.5....61....3.2....1..7..8......8....46..13.8...45.....9..8..6....6.....8.2.3...,24,38,19,1,0,0,0,0,0,Intermediate,
..76...5....1..4.74..52.1..9.5....1...........8....3.4..8.92..63.9..8....7...69..,26,47,8,2,0,4,2,0,0,Intermediate,
.6.....3..7..6..2...83.79.....5.1...5.1...8.468.....59..5...3..7.......2...438...,26,43,12,1,0,3,0,0,0,Intermediate,
..68.491...1..7..3.7.3...58.....8.....2......1...594..8..........9.6.7.....1.3...,24,49,8,2,0,0,0,0,0,Intermediate,
9....3..6.5.49..7...45..1..8...3.42..2.9.8.5..49.2...3..3..49...9..71.8.4..2....5,32,31,18,1,0,0,0,0,0,Intermediate,
..56....7831......2....9..3......4..4..7...8...9....61.....6......8.597......31.5,24,47,10,2,0,1,1,0,0,Intermediate,
.2......81.....36..4..56....7....9..4.8.2.........5....532.47.1...781..9.........,24,49,8,0,0,2,0,0,0,Intermediate,
5....3.....2.71..6.8..5.3.1...3..7.9..1..8......2..4.3.9..3.1.7..3.46..51....9...,28,47,6,1,0,0,0,0,0,Intermediate,
36..8..1....9..3....7..6....84....7.2.1....4..............7.5.......47.21.6..84..,23,44,14,4,0,0,0,0,0,Intermediate,
5.......2.2..5..6..8..2..3..1.....4..7.8.3.1.9..7.2..586.....53.3.1.5.2.4.......8,28,40,13,4,0,0,0,0,0,Intermediate,
.9.......4.....2....6.2..1.....38..4...5.......2..49.5..1.758..9..8......24.9..5.,24,32,25,3,0,0,0,0,0,Intermediate,
2..14......32..89.1..7.9....8....4....4....6.7..........95............56.6.83...2,23,41,17,1,0,0,0,0,0,Intermediate,
..14.....96......7.8...1...2.5.3...4........97...5..8....315.7....2........6..915,24,50,7,0,0,1,0,0,0,Intermediate,
1.6...9.7.2.1.9.6..5.....3....7.8...8..3.2..1....6.......4.6...51.....94.7..1..8.,26,34,21,1,0,0,0,0,0,Intermediate,
.....7....6....54.7.564.....3.5....6.284......7.86..9....1.5.8.3.....9........21.,25,39,17,2,0,1,0,0,0,Intermediate,
......8........342.725..9..8...736...6..2..1...195...3..7..543.258........9......,27,46,8,2,0,0,0,0,0,Intermediate,
.43...69...9.2.3..2...3...85.8.9.1.3.9.2.7.6....315...6.7...9.4.8..4..3..3.....8.,31,43,7,2,0,0,0,0,0,Intermediate,
9.3.58..7.2..64.9.........239..7....86.5.3.24....4..386.........4.78..1.1..43.2.9,32,36,13,3,0,0,0,0,0,Intermediate,
...3...2.8...1.65...7....4..184.....37..56.1........6.....247..9...........1695..,25,44,12,1,0,2,0,0,0,Intermediate,
..56.98...9.....2....752....1..2..3...4...7..97.....64.4..3..1....5.1...1.2...6.3,27,44,10,1,0,0,0,0,0,Intermediate,
.....8.6..8..2.......359..79.......5.3..9.1.....71..4.8.......34...7...8..1...7..,23,36,22,1,0,0,0,0,0,Intermediate,
4...6...2.9.1.3.5...1...7....49.15...........8..2.4..1942.7.615....4....6.......3,27,38,16,1,0,0,0,0,0,Intermediate,
62..1.5..1.9...8.3....2....2.7....84....43...3.8....95....3....9.1...4.686..5.9..,28,38,15,1,0,0,0,0,0,Intermediate,
7....3.4..8..7...1.9.2.8..3.3...25.88.......65.79...3.9..4.5.8.2...3..6..7.8....5,30,32,19,1,0,2,1,0,0,Intermediate,
...8..2.....5.1.......7..9.....4...126.....7..7....8.......6..9.96..7.8..5..94..2,23,37,21,1,0,0,0,0,0,Intermediate,
.8.....2.....5....3..2.7..8.31...47.2...6...347.....65.4.5.6.3.5.......7...318...,27,43,11,3,0,0,1,0,0,Intermediate,
....3..8.9....23.1.......571374......6..2.4..2843............366....58.2....7..1.,27,37,17,1,0,0,0,0,0,Intermediate,
..3...6.....38...1.5...2.34...41...37....68.....82...7.2...8.96...23...8..9...2..,27,42,12,1,0,0,0,0,0,Intermediate,
742...........6........8....6..4...2.51...4......7..6..28.6..7...65971.....8....9,24,42,15,3,1,2,1,0,0,Intermediate,
6..372..4..........9.416.3.4..1.5..8...694...9.......5..9...1...3.....2.8.1...7.6,27,49,5,1,2,5,0,0,0,Intermediate,
..3....94...49.52...7..2..17.81......397.....6.58.......4..6..8...28.47...2....16,29,34,18,0,1,2,1,0,0,Intermediate,
.......73.....698..3..81.64.1..3..46.........36..4..2.89.76..3..752.....24.......,28,36,17,2,0,0,0,0,0,Intermediate,
4.....1......9...4.73..52....2.6...9.8.........9.43.1.23......8.....6.7...8..1...,23,41,17,1,0,0,0,0,0,Intermediate,
7.1.3.....6....18....29....3..58..29.4.9..5................7.......4...58.3...74.,23,46,12,4,0,2,0,0,0,Intermediate,
817..2...9...1.3.6..........8.5..72......193....89.........58.........9.7.69....1,24,40,17,2,0,0,0,0,0,Intermediate,
..46.27.....5.1.....2.7.5...71...29.5..2.9..6.6.....5...7.8.6.....1.4...1.......9,26,36,19,0,0,2,0,0,0,Intermediate,
.3..8...78....4..2.5....81.....56.3836..4..7.....73.64.2....48.1....8..6.4..6...5,30,37,14,1,0,0,0,0,0,Intermediate,
...13..6.9.....7...24.79......645.91.........89.312......85.41...8.....9.6..21...,28,38,15,1,0,0,0,0,0,Intermediate,
7...4.5..65...7......65.....32....6....43.2...87....4....31....59...8...8...2.7..,25,45,11,1,0,0,0,0,0,Intermediate,
3..5.2..8..1...2...2..4..9..1.867.4...5...8....2...6.....473...5.......4...2.9...,25,38,18,1,0,3,0,0,0,Intermediate,
.17.96......7.1......5...2...9..32..5.4.2.6...8......5.3..621.............6....83,24,38,19,0,0,3,0,0,0,Intermediate,
7...4...64.65.27.9.9..1..8.98.....25.5.....6....475...54.698.72....5.............,29,40,12,1,0,0,0,0,0,Intermediate,
